,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,Contract Years,total_premiums_paid,net_value_of_customer,days_since_policy_binding,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
532,169,38,283052,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012,N,14.083333333333334,21912.821666666667,-57167.17833333333,3670,1,7,1,25,8,7,5,2
533,339,49,840806,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,Vehicle Theft,Unknown,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N,28.25,44374.2525,37554.2525,7643,2,14,1,18,8,24,1,1
534,259,42,382394,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N,21.583333333333332,25263.939166666667,-37326.06083333334,6929,1,23,1,12,9,29,3,2
535,65,23,876699,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y,5.416666666666667,5958.062500000001,-46441.9375,5513,12,12,1,15,0,23,0,0
536,254,46,871432,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,Unknown,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N,21.166666666666668,31166.435,-32413.565,3831,7,15,1,10,13,20,0,0
537,440,55,379882,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N,36.666666666666664,46772.73333333333,-14627.26666666667,807,11,7,1,23,9,35,5,1
538,478,63,852002,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600,0,Parked Car,Unknown,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y,39.833333333333336,51476.61666666666,46776.61666666666,2063,6,29,2,21,4,27,3,1
539,230,44,372891,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N,19.166666666666668,19346.25833333333,-54793.74166666667,5349,6,26,2,17,2,37,5,2
540,138,30,689034,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,Unknown,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N,11.5,12570.304999999998,-70589.695,4745,1,9,1,6,13,20,2,0
541,239,41,743092,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,Parked Car,Unknown,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,Unknown,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N,19.916666666666668,26398.346666666668,15608.346666666668,464,11,11,2,18,8,12,0,3
542,93,31,599174,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N,7.75,7883.145,-40186.854999999996,2591,1,14,2,17,10,1,0,0
543,37,25,421092,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N,3.0833333333333335,3765.2741666666666,-47264.72583333333,4344,3,4,1,24,11,19,4,1
544,254,40,349658,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,Unknown,43280,0,5410,37870,Honda,Civic,1996,Y,21.166666666666668,40806.581666666665,-2473.418333333335,7533,6,7,1,21,6,10,0,1
545,131,29,811042,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,Unknown,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N,10.916666666666666,10679.447499999998,-65720.5525,579,7,4,2,3,11,15,2,0
546,230,43,505316,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,Unknown,0,2,Unknown,75460,13720,13720,48020,Audi,A5,2002,N,19.166666666666668,23405.183333333334,-52054.816666666666,4574,6,30,1,7,1,5,2,2
547,313,50,116645,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,Y,26.083333333333332,32750.754999999997,-36249.245,3869,6,30,2,2,5,14,4,0
548,210,38,950880,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,Vehicle Theft,Unknown,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,Unknown,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N,17.5,17491.600000000002,8851.600000000002,5869,12,19,1,13,0,33,6,1
549,101,29,788502,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,Unknown,2,1,Unknown,67210,12220,12220,42770,BMW,X6,1996,N,8.416666666666666,11622.490833333333,-55587.50916666667,181,8,31,2,28,2,38,0,1
550,153,37,627486,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,Unknown,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N,12.75,12887.317500000001,-29612.6825,3354,11,10,1,16,13,20,0,2
551,337,53,498842,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,N,28.083333333333332,33864.56833333333,-52535.43166666667,5386,5,4,2,1,0,31,0,1
552,360,51,550294,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,Vehicle Theft,Unknown,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,Unknown,4620,840,840,2940,Dodge,RAM,2009,Y,30.0,45798.299999999996,41178.299999999996,4813,11,26,1,30,4,30,2,1
553,428,53,328387,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,Parked Car,Unknown,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,N,35.666666666666664,53373.026666666665,46443.026666666665,286,5,6,2,16,6,8,6,3
554,204,40,540152,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013,N,17.0,21355.4,-20344.6,8746,1,27,1,7,10,3,3,1
555,364,51,385932,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y,30.333333333333332,38473.28333333333,-38856.71666666667,8292,4,28,1,10,13,20,4,0
556,185,35,618682,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,0,0,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,Unknown,2,3,YES,4950,900,450,3600,Ford,F150,2011,N,15.416666666666666,21916.179166666665,16966.179166666665,5446,3,4,1,31,5,14,0,3
557,63,26,550930,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0,-36500,Vehicle Theft,Unknown,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004,N,5.25,7875.21,2715.21,7064,10,12,2,13,0,33,4,1
558,210,35,998192,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,Unknown,24570,2730,2730,19110,Saab,95,2006,Y,17.5,25081.7,511.7000000000007,303,4,25,2,22,10,3,5,2
559,194,38,663938,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,Unknown,1,0,Unknown,53680,4880,9760,39040,Toyota,Camry,2011,N,16.166666666666668,19905.208333333336,-33774.791666666664,1443,1,26,1,8,12,9,0,1
560,294,49,756870,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N,24.5,27818.035,-15081.965,6949,1,26,2,4,3,25,1,2
561,272,41,337158,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009,Y,22.666666666666668,21436.54666666667,-62663.45333333333,8703,4,8,2,4,5,13,0,1
562,27,27,919875,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,Unknown,1,3,Unknown,61560,6840,6840,47880,Ford,Fusion,2008,N,2.25,2517.21,-59042.79,4625,6,29,2,26,5,16,4,2
563,251,39,315631,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,Unknown,44240,5530,5530,33180,Dodge,RAM,1997,N,20.916666666666668,25768.915,-18471.085,5753,4,9,1,8,4,30,2,1
564,180,33,113464,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,Unknown,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N,15.0,15082.050000000001,-42617.95,2128,4,19,2,15,7,17,1,1
565,392,50,556415,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002,N,32.666666666666664,36226.35333333333,-71803.64666666667,8546,8,22,1,14,10,1,6,1
566,143,30,250249,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N,11.916666666666666,16592.647500000003,-37707.35249999999,8446,11,28,1,12,12,18,5,1
567,371,54,403776,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,Unknown,1,2,Unknown,32280,5380,5380,21520,Ford,Fusion,2010,Y,30.916666666666668,40747.239166666666,8467.239166666666,996,4,27,1,18,5,16,1,0
568,292,42,396002,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N,24.333333333333332,38646.68666666666,-45953.31333333334,2874,3,4,1,15,3,25,5,2
569,165,35,976908,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,N,13.75,12375.275,-57324.725,785,12,31,2,24,2,0,6,2
570,158,33,509489,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N,13.166666666666666,22971.093333333338,-13428.906666666662,413,12,21,2,7,13,20,6,2
571,241,39,485295,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N,20.083333333333332,25316.246666666666,-12203.753333333334,3587,4,28,2,22,7,36,4,1
572,103,33,361829,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,Unknown,79090,14380,14380,50330,Dodge,RAM,2014,N,8.583333333333334,8764.785,-70325.215,7429,9,17,1,19,4,30,3,0
573,402,54,603632,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y,33.5,43050.51499999999,-24719.485000000008,4214,8,16,2,28,8,24,6,0
574,102,32,783494,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y,8.5,13065.095000000001,-34334.905,155,9,2,2,4,3,32,3,2
575,182,40,439049,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,Unknown,71100,7110,14220,49770,Audi,A3,2008,N,15.166666666666666,15506.703333333333,-55593.29666666667,1163,12,12,2,17,1,4,3,2
576,282,46,502634,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,Unknown,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,N,23.5,36633.21,-32766.79,8585,8,17,2,17,2,22,6,1
577,222,39,378588,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,Unknown,55000,5000,10000,40000,Saab,93,1996,Y,18.5,32520.594999999998,-22479.405000000002,3975,2,29,1,17,10,2,4,0
578,415,52,794731,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N,34.583333333333336,33666.875,-17423.125,-20,2,22,2,2,12,18,0,2
579,51,34,641934,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,Unknown,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,Y,4.25,6080.9,-58119.1,414,12,25,2,12,6,10,6,0
580,255,45,113516,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,N,21.25,25335.7375,-41984.2625,8849,10,13,1,4,5,16,5,2
581,143,31,425631,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,Unknown,76120,6920,13840,55360,Audi,A5,1999,N,11.916666666666666,13868.974166666667,-62251.02583333333,231,7,5,2,21,1,5,0,0
582,130,28,542245,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,N,10.833333333333334,10867.458333333334,-74152.54166666667,8460,11,25,1,23,5,16,2,1
583,242,41,512894,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,Unknown,68090,12380,12380,43330,Toyota,Corolla,2009,N,20.166666666666668,23263.056666666667,-44826.94333333333,8899,10,2,2,12,12,11,4,1
584,96,27,633090,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0,0,Parked Car,Unknown,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,Unknown,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N,8.0,13048.8,7018.799999999999,2166,2,17,1,23,9,29,0,3
585,180,35,464234,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,Unknown,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,Unknown,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N,15.0,18787.2,13687.2,3495,7,17,2,10,3,25,6,1
586,150,30,290162,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N,12.5,20965.75,16375.75,7609,3,12,1,10,13,20,6,3
587,463,59,638155,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,Unknown,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y,38.583333333333336,37801.24916666667,-34598.75083333333,7498,8,3,2,12,3,34,1,0
588,472,64,911429,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N,39.333333333333336,38910.10666666667,-31989.893333333333,910,8,25,2,21,8,24,4,0
589,75,25,106186,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,Unknown,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N,6.25,8686.625,-56413.375,1143,12,2,1,18,10,2,6,2
590,193,40,311783,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,Unknown,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N,16.083333333333332,19844.420833333334,-44415.57916666666,3655,2,25,2,28,5,13,2,2
591,43,43,528385,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,Unknown,2,1,Unknown,79970,7270,21810,50890,Honda,CRV,1996,Y,3.5833333333333335,4731.397500000001,-75238.6025,6282,11,7,1,19,6,8,0,0
592,253,41,228403,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,Unknown,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N,21.083333333333332,30256.48083333333,-26353.51916666667,3918,4,20,1,11,3,34,4,2
593,152,30,209177,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,Unknown,84590,7690,7690,69210,Toyota,Highlander,2000,Y,12.666666666666666,18348.173333333332,-66241.82666666666,1912,11,17,2,11,12,18,4,0
594,160,38,497929,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N,13.333333333333334,23114.133333333335,-43665.86666666667,1938,9,19,1,9,8,24,2,0
595,56,36,735844,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,N,4.666666666666667,7154.326666666666,-51345.67333333333,1899,11,8,1,20,5,13,6,0
596,286,41,710741,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,Parked Car,Unknown,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,Unknown,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,N,23.833333333333332,26378.018333333333,21378.018333333333,4915,9,12,2,26,4,30,1,3
597,3,29,276804,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,Parked Car,Unknown,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,Unknown,2,1,Unknown,5000,500,1000,3500,Mercedes,E400,2008,Y,0.25,248.925,-4751.075,8102,11,27,2,2,8,12,6,3
598,286,41,507545,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,Unknown,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,N,23.833333333333332,30955.925,-23494.075,5872,12,7,1,4,10,1,1,0
599,239,38,485642,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,Unknown,61920,6880,6880,48160,Saab,93,2003,N,19.916666666666668,25428.205833333333,-36491.79416666667,8944,8,25,2,19,10,2,4,0
600,64,29,796375,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,Unknown,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y,5.333333333333333,6412.16,-37287.84,1178,10,22,1,12,9,29,2,1
601,98,31,171183,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,Unknown,2,0,Unknown,64080,7120,7120,49840,Ford,Escape,1997,N,8.166666666666666,5487.346666666666,-58592.653333333335,9123,2,1,1,24,5,13,5,1
602,16,35,110084,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,Unknown,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y,1.3333333333333333,1810.7066666666667,-53189.293333333335,8848,11,27,2,17,13,20,2,2
603,70,27,714784,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,Unknown,4400,0,550,3850,Toyota,Camry,2000,N,5.833333333333333,5884.608333333334,1484.6083333333336,3833,7,16,1,13,12,9,1,3
604,75,27,143924,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,Unknown,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N,6.25,7131.874999999999,-64508.125,7750,12,10,2,28,12,18,2,1
