,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,days_since_policy_binding,fraud_satus,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
501,26,39,493161,1,1,1000,770.76,0,433155,1,5,12,17,0,0,-53700,2,2,0,3,6,1,986,0,1,0,0,2,1,49800,9960,4980,34860,8,24,2015,0,8420,1,2.1666666666666665,1669.98,-48130.02,1,30,2,18,8,24,1,0
502,202,38,320251,0,0,2000,1132.74,0,616120,0,0,1,8,0,0,-37500,2,2,0,2,6,2,677,12,1,2,1,1,0,77440,7040,14080,56320,9,35,2005,0,2202,1,16.833333333333332,19067.79,-58372.21,1,24,2,4,9,35,2,0
503,289,48,231127,0,2,500,1173.37,8000000,461744,0,6,5,2,3,0,-42700,2,0,2,2,4,6,29,1,1,1,1,0,1,42900,8580,0,34320,0,33,1999,0,7073,1,24.083333333333332,28258.660833333328,-14641.339166666672,8,29,1,9,0,33,6,2
504,61,26,766193,2,0,2000,1188.28,6000000,475916,0,3,4,16,5,0,-53800,0,1,0,1,5,2,303,16,2,2,1,0,0,53820,11960,5980,35880,5,14,2015,1,1294,0,5.083333333333333,6040.423333333333,-47779.57666666667,7,31,2,14,5,14,2,0
505,334,46,555374,0,0,1000,876.88,6000000,454434,1,4,11,15,2,0,0,2,1,1,3,6,2,832,2,1,0,2,1,0,57330,12740,6370,38220,7,17,1998,0,728,1,27.833333333333332,24406.493333333336,-32923.50666666667,1,5,1,3,7,17,2,1
506,12,24,491484,0,2,1000,1143.95,0,464353,0,6,12,13,2,51400,0,0,1,1,3,1,5,588,13,3,0,2,1,1,53370,5930,5930,41510,9,35,2011,0,7383,1,1.0,1143.95,-52226.05,11,18,2,4,9,35,5,1
507,86,29,925128,0,0,2000,1409.06,0,610302,1,2,9,19,0,74200,-68100,2,0,1,3,1,4,930,0,1,0,2,2,2,62920,9680,14520,38720,0,23,2005,0,153,1,7.166666666666667,10098.263333333334,-52821.736666666664,8,30,1,30,0,23,4,1
508,83,24,265093,1,2,1000,1070.63,0,462106,0,2,6,2,4,0,0,0,0,2,1,1,0,922,0,3,1,0,1,0,61600,6160,12320,43120,6,8,2003,0,3337,1,6.916666666666667,7405.190833333335,-54194.809166666666,1,1,2,20,6,8,0,2
509,126,30,267808,0,2,2000,916.13,0,431389,1,1,11,9,4,55300,-58400,0,1,2,3,1,3,872,16,3,2,2,0,0,74160,6180,12360,55620,8,12,2002,0,5963,1,10.5,9619.365,-64540.635,9,10,1,7,8,12,3,2
510,209,38,116735,2,1,500,1191.5,0,442866,1,2,8,15,0,38600,-52900,2,1,2,3,6,0,273,8,1,0,2,0,1,80100,8900,8900,62300,1,4,2015,0,1829,1,17.416666666666668,20751.958333333336,-59348.041666666664,1,28,1,31,1,4,0,2
511,283,48,963680,2,2,1000,1474.66,0,446755,0,3,11,13,0,0,-46200,1,3,3,3,1,2,609,9,1,1,2,3,0,6560,820,820,4920,13,20,2003,0,4427,1,23.583333333333332,34777.39833333333,28217.39833333333,1,4,2,17,13,20,2,3
512,194,34,445694,0,1,1000,1193.45,0,464743,1,3,7,10,1,0,0,2,1,2,0,6,3,394,11,1,1,2,1,2,58800,11760,5880,41160,9,29,1997,0,3897,1,16.166666666666668,19294.108333333334,-39505.89166666666,5,24,1,24,9,29,3,2
513,184,38,215534,0,1,1000,1437.53,0,437889,0,1,13,5,1,0,0,0,2,1,0,3,4,468,6,3,1,0,2,0,53730,11940,5970,35820,4,30,2013,1,7448,0,15.333333333333334,22042.126666666667,-31687.873333333333,9,12,2,2,4,30,4,1
514,479,60,232854,0,0,2000,1304.83,0,473638,0,1,7,6,0,0,0,2,1,2,0,1,0,338,18,1,0,0,0,0,60600,5050,10100,45450,6,10,2001,0,6395,1,39.916666666666664,52084.464166666665,-8515.535833333335,7,7,1,9,6,10,0,2
515,284,48,168260,2,1,1000,1168.8,0,444232,0,3,12,12,2,0,-42400,2,2,2,2,1,4,292,11,1,1,0,3,2,35750,6500,3250,26000,8,12,2001,0,8765,1,23.666666666666668,27661.6,-8088.4000000000015,3,1,2,28,8,12,4,2
516,65,27,538955,1,0,1000,1164.97,0,477695,0,1,0,8,5,43000,-42500,2,0,2,0,6,0,687,17,1,1,1,2,2,42840,3570,7140,32130,3,32,2004,0,4858,1,5.416666666666667,6310.254166666667,-36529.745833333334,9,29,1,17,3,32,0,2
517,222,39,243226,0,1,1000,1232.72,0,458237,1,2,1,10,3,87800,-51200,0,0,0,1,4,6,376,21,3,1,1,0,0,87960,14660,14660,58640,7,36,1999,1,1126,0,18.5,22805.320000000003,-65154.67999999999,1,10,2,9,7,36,6,0
518,196,41,246435,0,1,2000,1800.76,0,441499,1,3,10,4,2,0,-78600,0,1,1,0,4,2,210,0,3,0,1,0,0,47800,4780,4780,38240,7,17,2009,0,4941,1,16.333333333333332,29412.413333333334,-18387.586666666666,7,5,1,14,7,17,2,1
519,253,43,582480,0,2,500,1187.01,7000000,613436,0,0,12,8,4,46300,-33000,3,3,3,3,1,4,215,9,1,0,0,1,1,3840,640,640,2560,3,34,2014,0,8580,1,21.083333333333332,25026.127500000002,21186.127500000002,8,7,2,2,3,34,4,3
520,280,43,345539,1,0,1000,1559.34,0,448912,1,3,13,10,3,0,-51600,2,0,2,1,1,5,64,1,1,0,0,2,1,77000,14000,7000,56000,0,31,2004,0,938,1,23.333333333333332,36384.6,-40615.4,7,24,2,17,0,31,5,2
521,5,26,924318,0,1,2000,1137.02,0,468872,0,6,4,16,1,31500,0,2,1,2,0,6,6,297,22,1,2,1,3,1,88110,16020,16020,56070,1,5,2003,0,182,1,0.4166666666666667,473.7583333333333,-87636.24166666667,7,27,1,25,1,5,6,2
522,220,42,726880,1,0,1000,1281.72,0,619811,1,1,4,10,2,33500,-49500,0,1,1,1,4,3,911,20,4,0,0,2,2,47740,4340,4340,39060,6,10,2005,0,7494,1,18.333333333333332,23498.2,-24241.8,8,8,2,13,6,10,3,1
523,85,30,190588,2,0,1000,796.35,0,614166,0,4,2,18,3,72400,-77000,0,1,2,1,4,3,141,9,3,2,2,1,2,58960,5360,10720,42880,5,14,2004,0,4821,1,7.083333333333333,5640.8125,-53319.1875,12,9,2,20,5,14,3,2
524,266,46,246705,2,1,500,1270.02,0,456600,0,0,12,16,3,0,-45800,1,3,1,3,0,4,359,5,1,0,1,2,1,2160,480,240,1440,12,11,2004,0,9066,1,22.166666666666668,28152.109999999997,25992.109999999997,3,14,1,8,12,11,4,1
525,41,26,619589,0,0,1000,1383.13,0,618405,0,3,9,8,3,46700,0,3,3,3,3,4,5,638,12,1,2,1,1,1,6890,530,1060,5300,7,17,1997,0,3259,1,3.4166666666666665,4725.694166666667,-2164.305833333333,3,28,2,28,7,17,5,3
526,316,45,164988,0,0,2000,1290.74,5000000,430832,0,2,9,11,0,58300,0,0,2,0,0,5,6,544,6,3,0,2,0,2,78870,7170,14340,57360,11,21,2013,0,416,1,26.333333333333332,33989.486666666664,-44880.513333333336,12,23,2,12,11,21,6,0
527,285,47,729534,1,0,1000,1216.68,0,610989,0,5,11,1,2,55100,0,3,3,3,3,4,1,222,8,1,0,1,1,0,2700,300,300,2100,5,14,2013,0,8499,1,23.75,28896.15,26196.15,9,30,1,6,5,14,1,3
528,379,54,505014,0,0,500,1251.16,0,447750,0,0,6,11,1,41400,0,2,0,2,0,6,5,675,14,1,1,0,1,0,75960,6330,6330,63300,7,17,2010,0,4798,1,31.583333333333332,39515.80333333334,-36444.19666666666,12,27,2,15,7,17,5,2
529,15,34,920826,1,1,2000,1586.41,0,608708,0,2,11,18,2,33500,-58900,2,0,0,3,6,4,696,10,1,2,1,3,1,75570,6870,13740,54960,2,37,2010,1,3575,0,1.25,1983.0125000000003,-73586.9875,4,7,1,20,2,37,4,0
530,354,48,534982,0,2,2000,1526.11,5000000,469650,0,5,11,8,4,0,0,2,0,1,3,4,1,798,12,1,1,2,3,2,90240,15040,15040,60160,3,25,1995,0,4288,1,29.5,45020.244999999995,-45219.755000000005,4,8,1,3,3,25,1,1
531,342,53,110408,1,0,1000,1028.44,0,602304,0,1,9,7,1,0,0,2,0,0,0,4,6,846,12,1,1,0,0,0,80960,14720,7360,58880,0,23,2000,0,3360,1,28.5,29310.54,-51649.46,11,14,1,26,0,23,6,0
532,169,38,283052,0,0,1000,1555.94,0,459878,1,6,2,16,3,23300,0,0,0,2,2,5,5,275,12,3,0,1,3,2,79080,6590,13180,59310,8,7,2012,0,3670,1,14.083333333333334,21912.821666666667,-57167.17833333333,1,7,1,25,8,7,5,2
533,339,49,840806,1,2,2000,1570.77,0,441142,1,3,0,13,1,98800,-65300,3,3,1,4,4,1,128,13,1,0,0,3,0,6820,1240,620,4960,8,24,2009,0,7643,1,28.25,44374.2525,37554.2525,2,14,1,18,8,24,1,1
534,259,42,382394,2,0,2000,1170.53,0,465667,0,6,1,17,5,65000,-49200,0,1,2,1,6,3,877,17,3,0,1,2,2,62590,5690,11380,45520,9,29,2006,0,6929,1,21.583333333333332,25263.939166666667,-37326.06083333334,1,23,1,12,9,29,3,2
535,65,23,876699,2,1,1000,1099.95,0,473109,0,1,11,7,5,0,-71900,2,2,0,2,1,0,958,14,1,0,1,0,2,52400,6550,6550,39300,0,23,2005,1,5513,0,5.416666666666667,5958.062500000001,-46441.9375,12,12,1,15,0,23,0,0
536,254,46,871432,0,1,2000,1472.43,0,619794,1,4,12,1,0,0,-90600,0,0,0,0,6,0,774,3,3,1,1,3,2,63580,5780,11560,46240,13,20,2004,0,3831,1,21.166666666666668,31166.435,-32413.565,7,15,1,10,13,20,0,0
537,440,55,379882,0,1,500,1275.62,0,602258,0,0,8,15,2,0,-56200,0,2,1,3,1,5,219,18,3,2,2,1,0,61400,6140,6140,49120,9,35,1995,0,807,1,36.666666666666664,46772.73333333333,-14627.26666666667,11,7,1,23,9,35,5,1
538,478,63,852002,0,1,1000,1292.3,0,479724,1,2,0,13,3,47600,0,1,3,1,4,5,3,811,5,1,2,1,3,0,4700,940,470,3290,4,27,2007,1,2063,0,39.833333333333336,51476.61666666666,46776.61666666666,6,29,2,21,4,27,3,1
539,230,44,372891,1,1,2000,1009.37,0,442210,0,1,9,10,2,45400,-39400,2,0,2,1,4,5,981,19,1,0,0,2,2,74140,13480,13480,47180,2,37,2015,0,5349,1,19.166666666666668,19346.25833333333,-54793.74166666667,6,26,2,17,2,37,5,2
540,138,30,689034,2,2,500,1093.07,4000000,463291,0,6,7,15,5,27700,-72400,2,0,0,2,5,2,961,0,1,1,2,2,0,83160,6930,13860,62370,13,20,2011,0,4745,1,11.5,12570.304999999998,-70589.695,1,9,1,6,13,20,2,0
541,239,41,743092,2,1,1000,1325.44,7000000,474898,0,3,4,13,2,51400,-6300,1,3,3,3,0,0,583,22,1,1,0,2,2,10790,1660,830,8300,8,12,2013,0,464,1,19.916666666666668,26398.346666666668,15608.346666666668,11,11,2,18,8,12,0,3
542,93,31,599174,0,0,2000,1017.18,0,431354,0,4,9,13,0,0,0,0,1,0,3,0,0,116,21,3,2,1,3,0,48070,8740,8740,30590,10,1,2014,0,2591,1,7.75,7883.145,-40186.854999999996,1,14,2,17,10,1,0,0
543,37,25,421092,2,0,1000,1221.17,0,617460,0,5,10,9,1,49300,0,0,1,1,0,4,4,893,4,3,2,0,0,2,51030,5670,11340,34020,11,19,1996,0,4344,1,3.0833333333333335,3765.2741666666666,-47264.72583333333,3,4,1,24,11,19,4,1
544,254,40,349658,1,0,500,1927.87,0,609317,1,4,9,19,0,0,0,2,0,1,1,5,0,582,10,1,2,0,1,1,43280,0,5410,37870,6,10,1996,1,7533,0,21.166666666666668,40806.581666666665,-2473.418333333335,6,7,1,21,6,10,0,1
545,131,29,811042,1,1,1000,978.27,0,479821,0,0,11,13,3,65700,0,2,0,0,1,4,2,182,5,1,1,1,3,0,76400,15280,7640,53480,11,15,2003,0,579,1,10.916666666666666,10679.447499999998,-65720.5525,7,4,2,3,11,15,2,0
546,230,43,505316,1,0,2000,1221.14,0,473394,1,4,9,2,5,48100,0,2,2,2,0,5,2,226,13,1,1,0,2,1,75460,13720,13720,48020,1,5,2002,0,4574,1,19.166666666666668,23405.183333333334,-52054.816666666666,6,30,1,7,1,5,2,2
547,313,50,116645,2,0,2000,1255.62,0,603882,1,4,1,14,4,0,0,0,2,0,2,2,4,577,18,3,2,2,1,2,69000,13800,6900,48300,5,14,1995,1,3869,0,26.083333333333332,32750.754999999997,-36249.245,6,30,2,2,5,14,4,0
548,210,38,950880,1,1,500,999.52,0,615229,1,3,12,9,2,0,0,3,3,1,3,5,6,699,6,1,1,1,2,0,8640,1440,720,6480,0,33,2008,0,5869,1,17.5,17491.600000000002,8851.600000000002,12,19,1,13,0,33,6,1
549,101,29,788502,2,1,500,1380.89,0,620197,1,6,1,7,3,30000,-53000,0,1,1,0,4,0,802,0,3,1,2,1,1,67210,12220,12220,42770,2,38,1996,0,181,1,8.416666666666666,11622.490833333333,-55587.50916666667,8,31,2,28,2,38,0,1
550,153,37,627486,1,2,500,1010.77,0,438215,1,2,13,1,4,52300,-55600,0,2,2,0,0,0,250,5,3,1,0,3,0,42500,4250,4250,34000,13,20,1999,0,3354,1,12.75,12887.317500000001,-29612.6825,11,10,1,16,13,20,0,2
551,337,53,498842,2,0,500,1205.86,0,444583,1,0,1,1,5,0,-34600,2,1,1,1,4,0,246,8,1,2,0,1,0,86400,14400,7200,64800,0,31,2001,0,5386,1,28.083333333333332,33864.56833333333,-52535.43166666667,5,4,2,1,0,31,0,1
552,360,51,550294,0,2,1000,1526.61,0,471866,1,5,5,5,1,0,-32900,3,3,1,3,4,2,365,5,1,2,2,2,1,4620,840,840,2940,4,30,2009,1,4813,0,30.0,45798.299999999996,41178.299999999996,11,26,1,30,4,30,2,1
553,428,53,328387,0,0,1000,1496.44,0,616884,0,2,12,4,4,0,0,1,3,3,3,0,6,132,9,1,2,2,2,0,6930,630,1260,5040,6,8,2013,0,286,1,35.666666666666664,53373.026666666665,46443.026666666665,5,6,2,16,6,8,6,3
554,204,40,540152,0,0,500,1256.2,0,448310,0,3,11,10,1,0,0,0,2,1,2,4,3,485,10,3,2,1,2,2,41700,8340,8340,25020,10,3,2013,0,8746,1,17.0,21355.4,-20344.6,1,27,1,7,10,3,3,1
555,364,51,385932,0,0,500,1268.35,0,478902,1,5,13,2,5,0,0,2,1,0,2,1,4,155,16,1,2,2,1,0,77330,14060,14060,49210,13,20,2014,1,8292,0,30.333333333333332,38473.28333333333,-38856.71666666667,4,28,1,10,13,20,4,0
556,185,35,618682,1,2,2000,1421.59,0,442695,1,1,7,17,3,0,0,3,3,3,3,6,0,982,8,1,1,2,3,2,4950,900,450,3600,5,14,2011,0,5446,1,15.416666666666666,21916.179166666665,16966.179166666665,3,4,1,31,5,14,0,3
557,63,26,550930,0,2,500,1500.04,6000000,613826,1,6,2,14,3,0,-36500,3,3,1,3,0,4,87,5,1,0,0,2,2,5160,860,860,3440,0,33,2004,0,7064,1,5.25,7875.21,2715.21,10,12,2,13,0,33,4,1
558,210,35,998192,0,0,500,1433.24,0,476203,0,1,3,19,1,0,-19500,0,2,2,1,6,5,956,11,3,0,2,1,1,24570,2730,2730,19110,10,3,2006,1,303,0,17.5,25081.7,511.7000000000007,4,25,2,22,10,3,5,2
559,194,38,663938,1,0,2000,1231.25,0,604333,0,6,2,12,1,46500,0,0,1,1,0,6,0,516,15,3,1,1,0,1,53680,4880,9760,39040,12,9,2011,0,1443,1,16.166666666666668,19905.208333333336,-33774.791666666664,1,26,1,8,12,9,0,1
560,294,49,756870,1,2,500,1135.43,0,442604,1,5,4,3,3,22700,0,0,2,2,3,6,1,960,23,3,2,1,1,2,42900,3900,3900,35100,3,25,2010,0,6949,1,24.5,27818.035,-15081.965,1,26,2,4,3,25,1,2
561,272,41,337158,2,1,2000,945.73,5000000,435663,1,4,10,5,5,38600,-42800,2,0,1,1,1,0,444,23,1,0,0,0,0,84100,16820,8410,58870,5,13,2009,1,8703,0,22.666666666666668,21436.54666666667,-62663.45333333333,4,8,2,4,5,13,0,1
562,27,27,919875,1,0,2000,1118.76,0,470866,0,1,0,7,3,0,-55800,2,0,2,1,1,4,905,23,1,1,1,3,1,61560,6840,6840,47880,5,16,2008,0,4625,1,2.25,2517.21,-59042.79,6,29,2,26,5,16,4,2
563,251,39,315631,1,2,2000,1231.98,0,612908,0,0,7,10,1,0,-31700,2,1,1,3,1,2,40,10,1,2,0,0,1,44240,5530,5530,33180,4,30,1997,0,5753,1,20.916666666666668,25768.915,-18471.085,4,9,1,8,4,30,2,1
564,180,33,113464,1,2,2000,1005.47,0,441871,0,3,10,10,3,58100,-49000,0,1,1,0,5,1,602,12,4,1,2,3,2,57700,11540,5770,40390,7,17,2002,0,2128,1,15.0,15082.050000000001,-42617.95,4,19,2,15,7,17,1,1
565,392,50,556415,2,0,2000,1108.97,0,431496,0,6,3,8,1,68400,-66800,2,2,1,2,6,6,20,4,1,0,2,2,2,108030,16620,16620,74790,10,1,2002,0,8546,1,32.666666666666664,36226.35333333333,-71803.64666666667,8,22,1,14,10,1,6,1
566,143,30,250249,1,0,500,1392.39,5000000,436499,0,2,3,7,4,0,-65700,2,1,1,1,4,5,255,16,1,0,2,0,2,54300,10860,5430,38010,12,18,2010,0,8446,1,11.916666666666666,16592.647500000003,-37707.35249999999,11,28,1,12,12,18,5,1
567,371,54,403776,1,0,2000,1317.97,0,469853,1,2,2,12,5,34700,-81000,0,0,0,0,4,1,671,18,3,1,1,2,1,32280,5380,5380,21520,5,16,2010,1,996,0,30.916666666666668,40747.239166666666,8467.239166666666,4,27,1,18,5,16,1,0
568,292,42,396002,1,1,1000,1588.22,0,605369,1,3,6,4,2,0,-53800,0,1,2,2,6,5,722,15,3,2,1,1,0,84600,16920,8460,59220,3,25,2007,0,2874,1,24.333333333333332,38646.68666666666,-45953.31333333334,3,4,1,15,3,25,5,2
569,165,35,976908,0,1,500,900.02,6000000,448466,1,1,2,4,3,0,-49900,2,0,2,2,4,6,897,8,1,0,1,3,2,69700,6970,6970,55760,2,0,2008,0,785,1,13.75,12375.275,-57324.725,12,31,2,24,2,0,6,2
570,158,33,509489,2,0,1000,1744.64,3000000,432786,1,3,9,12,4,0,0,0,1,2,0,6,6,49,4,3,0,0,1,0,36400,3640,7280,25480,13,20,1998,0,413,1,13.166666666666666,22971.093333333338,-13428.906666666662,12,21,2,7,13,20,6,2
571,241,39,485295,2,1,1000,1260.56,0,473591,0,3,0,13,3,0,-54900,0,2,1,3,4,4,291,20,3,0,0,2,2,37520,4690,4690,28140,7,36,2010,0,3587,1,20.083333333333332,25316.246666666666,-12203.753333333334,4,28,2,22,7,36,4,1
572,103,33,361829,2,2,2000,1021.14,0,618418,0,5,7,13,5,69500,-47700,0,2,0,0,1,3,355,1,3,0,2,3,1,79090,14380,14380,50330,4,30,2014,0,7429,1,8.583333333333334,8764.785,-70325.215,9,17,1,19,4,30,3,0
573,402,54,603632,2,1,2000,1285.09,0,444558,1,3,4,2,1,48000,-79600,2,1,0,2,1,6,466,19,1,0,0,2,2,67770,7530,15060,45180,8,24,2013,1,4214,0,33.5,43050.51499999999,-24719.485000000008,8,16,2,28,8,24,6,0
574,102,32,783494,2,0,500,1537.07,3000000,457733,1,3,12,5,5,0,0,2,2,2,2,2,3,614,11,1,0,1,0,0,47400,9480,4740,33180,3,32,2004,1,155,0,8.5,13065.095000000001,-34334.905,9,2,2,4,3,32,3,2
575,182,40,439049,1,0,1000,1022.42,0,466161,1,6,7,16,0,50000,-56900,2,0,2,2,4,3,692,13,1,2,0,2,1,71100,7110,14220,49770,1,4,2008,0,1163,1,15.166666666666666,15506.703333333333,-55593.29666666667,12,12,2,17,1,4,3,2
576,282,46,502634,2,0,2000,1558.86,0,450800,1,4,7,7,5,51100,-75100,2,0,1,3,1,6,788,2,1,1,2,2,0,69400,13880,6940,48580,2,22,2012,0,8585,1,23.5,36633.21,-32766.79,8,17,2,17,2,22,6,1
577,222,39,378588,2,2,500,1757.87,0,458993,1,2,13,2,1,71400,0,0,1,0,2,4,4,108,9,3,2,2,1,1,55000,5000,10000,40000,10,2,1996,1,3975,0,18.5,32520.594999999998,-22479.405000000002,2,29,1,17,10,2,4,0
578,415,52,794731,1,1,1000,973.5,0,468634,1,6,6,14,1,50400,0,0,1,2,3,6,0,994,15,2,2,1,3,2,51090,7860,7860,35370,12,18,2003,0,-20,1,34.583333333333336,33666.875,-17423.125,2,22,2,2,12,18,0,2
579,51,34,641934,2,2,500,1430.8,0,461264,1,6,6,4,4,0,0,2,2,0,1,1,6,499,23,1,1,2,3,0,64200,6420,19260,38520,6,10,2007,1,414,0,4.25,6080.9,-58119.1,12,25,2,12,6,10,6,0
580,255,45,113516,0,2,500,1192.27,0,600184,1,2,11,0,3,0,-40200,2,0,2,2,0,5,253,16,1,0,2,0,2,67320,12240,12240,42840,5,16,2006,0,8849,1,21.25,25335.7375,-41984.2625,10,13,1,4,5,16,5,2
581,143,31,425631,0,1,500,1163.83,0,604874,1,0,10,12,0,37700,0,0,2,0,2,0,0,743,21,4,2,2,0,1,76120,6920,13840,55360,1,5,1999,0,231,1,11.916666666666666,13868.974166666667,-62251.02583333333,7,5,2,21,1,5,0,0
582,130,28,542245,2,2,1000,1003.15,0,462377,0,3,4,12,2,0,-38500,0,0,1,0,4,2,408,21,2,2,2,1,0,85020,13080,13080,58860,5,16,2010,0,8460,1,10.833333333333334,10867.458333333334,-74152.54166666667,11,25,1,23,5,16,2,1
583,242,41,512894,2,1,2000,1153.54,6000000,619657,1,5,10,14,4,0,-57000,0,1,1,1,1,4,659,3,3,0,0,1,1,68090,12380,12380,43330,12,11,2009,0,8899,1,20.166666666666668,23263.056666666667,-44826.94333333333,10,2,2,12,12,11,4,1
584,96,27,633090,0,0,1000,1631.1,0,437323,0,2,8,8,5,0,0,1,3,3,3,6,0,765,4,1,1,1,2,0,6030,670,670,4690,9,29,2007,0,2166,1,8.0,13048.8,7018.799999999999,2,17,1,23,9,29,0,3
585,180,35,464234,0,2,1000,1252.48,0,432148,1,4,6,19,5,0,-55800,3,3,1,4,2,6,77,17,1,1,1,3,0,5100,1020,510,3570,3,25,2000,0,3495,1,15.0,18787.2,13687.2,7,17,2,10,3,25,6,1
586,150,30,290162,1,0,1000,1677.26,0,439690,1,1,11,19,3,40100,0,3,3,3,3,6,6,594,7,1,2,1,3,2,4590,510,510,3570,13,20,2013,0,7609,1,12.5,20965.75,16375.75,3,12,1,10,13,20,6,3
587,463,59,638155,0,1,1000,979.73,0,601848,0,3,3,19,1,51700,0,0,0,0,2,4,1,26,14,2,1,1,2,0,72400,7240,14480,50680,3,34,1999,1,7498,0,38.583333333333336,37801.24916666667,-34598.75083333333,8,3,2,12,3,34,1,0
588,472,64,911429,1,1,500,989.24,0,615821,1,5,7,16,1,0,0,2,0,0,1,1,4,293,13,1,0,2,3,0,70900,14180,7090,49630,8,24,2002,0,910,1,39.333333333333336,38910.10666666667,-31989.893333333333,8,25,2,21,8,24,4,0
589,75,25,106186,0,2,1000,1389.86,0,472475,0,0,8,10,0,0,0,0,2,2,2,6,6,554,23,2,1,2,3,2,65100,6510,6510,52080,10,2,2011,0,1143,1,6.25,8686.625,-56413.375,12,2,1,18,10,2,6,2
590,193,40,311783,2,0,500,1233.85,0,457463,0,1,5,5,0,0,0,0,2,2,0,3,2,296,23,3,1,2,1,2,64260,0,14280,49980,5,13,1999,0,3655,1,16.083333333333332,19844.420833333334,-44415.57916666666,2,25,2,28,5,13,2,2
591,43,43,528385,0,2,500,1320.39,0,604861,0,0,1,19,1,0,0,2,1,0,0,6,0,624,16,1,1,2,1,1,79970,7270,21810,50890,6,8,1996,1,6282,0,3.5833333333333335,4731.397500000001,-75238.6025,11,7,1,19,6,8,0,0
592,253,41,228403,1,0,1000,1435.09,0,471519,0,1,6,3,1,36600,0,2,1,2,3,4,4,679,17,1,0,2,0,1,56610,6290,6290,44030,3,34,1995,0,3918,1,21.083333333333332,30256.48083333333,-26353.51916666667,4,20,1,11,3,34,4,2
593,152,30,209177,1,2,500,1448.54,0,618682,0,3,2,14,5,58600,0,2,2,0,1,5,4,460,9,1,2,1,1,1,84590,7690,7690,69210,12,18,2000,1,1912,0,12.666666666666666,18348.173333333332,-66241.82666666666,11,17,2,11,12,18,4,0
594,160,38,497929,2,1,500,1733.56,0,441425,1,2,11,17,5,0,-43800,0,2,0,1,4,2,546,13,3,0,2,1,2,66780,7420,14840,44520,8,24,1996,0,1938,1,13.333333333333334,23114.133333333335,-43665.86666666667,9,19,1,9,8,24,2,0
595,56,36,735844,1,0,500,1533.07,0,609336,1,3,4,8,3,0,-28800,2,1,0,3,0,6,830,13,1,2,1,2,2,58500,0,6500,52000,5,13,2001,0,1899,1,4.666666666666667,7154.326666666666,-51345.67333333333,11,8,1,20,5,13,6,0
596,286,41,710741,0,0,500,1106.77,0,603320,0,1,9,9,2,45500,-62500,1,3,3,3,6,1,716,3,1,1,2,0,0,5000,500,500,4000,4,30,2003,0,4915,1,23.833333333333332,26378.018333333333,21378.018333333333,9,12,2,26,4,30,1,3
597,3,29,276804,0,0,500,995.7,5000000,615446,0,3,8,5,4,0,0,1,3,3,3,3,6,90,3,1,1,2,1,1,5000,500,1000,3500,8,12,2008,1,8102,0,0.25,248.925,-4751.075,11,27,2,2,8,12,6,3
598,286,41,507545,0,1,1000,1298.85,6000000,435967,0,2,11,4,2,71300,-70300,0,0,0,0,1,1,660,16,3,1,1,3,2,54450,6050,12100,36300,10,1,2007,0,5872,1,23.833333333333332,30955.925,-23494.075,12,7,1,4,10,1,1,0
599,239,38,485642,2,1,1000,1276.73,5000000,610246,0,5,5,3,2,0,0,0,0,0,3,6,4,354,12,3,0,1,3,1,61920,6880,6880,48160,10,2,2003,0,8944,1,19.916666666666668,25428.205833333333,-36491.79416666667,8,25,2,19,10,2,4,0
600,64,29,796375,2,1,2000,1202.28,0,479327,1,2,3,6,2,0,-61400,2,2,1,0,5,2,450,4,1,1,1,2,0,43700,4370,4370,34960,9,29,2007,1,1178,0,5.333333333333333,6412.16,-37287.84,10,22,1,12,9,29,2,1
601,98,31,171183,1,0,500,671.92,0,468300,1,5,6,3,5,0,-26400,2,0,1,2,0,5,531,3,1,1,2,0,1,64080,7120,7120,49840,5,13,1997,0,9123,1,8.166666666666666,5487.346666666666,-58592.653333333335,2,1,1,24,5,13,5,1
602,16,35,110084,0,1,1000,1358.03,0,612660,1,3,11,5,3,59300,-31400,2,1,2,2,4,2,856,0,1,0,2,1,1,55000,10000,10000,35000,13,20,2008,1,8848,0,1.3333333333333333,1810.7066666666667,-53189.293333333335,11,27,2,17,13,20,2,2
603,70,27,714784,1,1,1000,1008.79,4000000,466691,0,5,0,18,3,46000,0,3,3,3,3,6,1,771,19,1,0,2,3,1,4400,0,550,3850,12,9,2000,0,3833,1,5.833333333333333,5884.608333333334,1484.6083333333336,7,16,1,13,12,9,1,3
604,75,27,143924,2,0,1000,1141.1,0,468515,1,3,1,12,2,0,0,0,2,1,3,4,2,284,15,2,1,0,1,2,71640,5970,11940,53730,12,18,2008,0,7750,1,6.25,7131.874999999999,-64508.125,12,10,2,28,12,18,2,1
